StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,1_importance,1_newsworthy,1_familiarity,1_observedFrequency,1_desiredFrequency,2_importance,2_newsworthy,2_familiarity,2_observedFrequency,2_desiredFrequency,3_importance,3_newsworthy,3_familiarity,3_observedFrequency,3_desiredFrequency,4_importance,4_newsworthy,4_familiarity,4_observedFrequency,4_desiredFrequency,5_importance,5_newsworthy,5_familiarity,5_observedFrequency,5_desiredFrequency,6_importance,6_newsworthy,6_familiarity,6_observedFrequency,6_desiredFrequency,7_importance,7_newsworthy,7_familiarity,7_observedFrequency,7_desiredFrequency,8_importance,8_newsworthy,8_familiarity,8_observedFrequency,8_desiredFrequency,9_importance,9_newsworthy,9_familiarity,9_observedFrequency,9_desiredFrequency,10_importance,10_newsworthy,10_familiarity,10_observedFrequency,10_desiredFrequency,11_importance,11_newsworthy,11_familiarity,11_observedFrequency,11_desiredFrequency,12_importance,12_newsworthy,12_familiarity,12_observedFrequency,12_desiredFrequency,13_importance,13_newsworthy,13_familiarity,13_observedFrequency,13_desiredFrequency,14_importance,14_newsworthy,14_familiarity,14_observedFrequency,14_desiredFrequency,15_importance,15_newsworthy,15_familiarity,15_observedFrequency,15_desiredFrequency,16_importance,16_newsworthy,16_familiarity,16_observedFrequency,16_desiredFrequency,17_importance,17_newsworthy,17_familiarity,17_observedFrequency,17_desiredFrequency,18_importance,18_newsworthy,18_familiarity,18_observedFrequency,18_desiredFrequency,19_importance,19_newsworthy,19_familiarity,19_observedFrequency,19_desiredFrequency,20_importance,20_newsworthy,20_familiarity,20_observedFrequency,20_desiredFrequency,21_importance,21_newsworthy,21_familiarity,21_observedFrequency,21_desiredFrequency,22_importance,22_newsworthy,22_familiarity,22_observedFrequency,22_desiredFrequency,23_importance,23_newsworthy,23_familiarity,23_observedFrequency,23_desiredFrequency,24_importance,24_newsworthy,24_familiarity,24_observedFrequency,24_desiredFrequency,25_importance,25_newsworthy,25_familiarity,25_observedFrequency,25_desiredFrequency,26_importance,26_newsworthy,26_familiarity,26_observedFrequency,26_desiredFrequency,27_importance,27_newsworthy,27_familiarity,27_observedFrequency,27_desiredFrequency,28_importance,28_newsworthy,28_familiarity,28_observedFrequency,28_desiredFrequency,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,god,Random,Google,Comments,Length,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,endloop
2022-08-02 18:46:02,2022-08-02 18:48:52,IP Address,107.3.158.190,100,170,True,2022-08-02 18:48:53,R_2YEcmegpYW4hLZA,"","","","",37.3417,-121.9753,anonymous,EN,Chrome,103.0.5060.134,Windows NT 10.0,1920x1080,"","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""",32,Male,"",Some college but no degree,"$50,000 to $59,999",Asian,"",Very Much   7,No,No,N/A,2 minutes 40 seconds,"","","","","","","","","","",0
2022-08-02 18:45:24,2022-08-02 18:49:04,IP Address,172.56.80.252,100,219,True,2022-08-02 18:49:04,R_2c8b7GX0MggY7SJ,"","","","",33.4743,-112.194,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","",Very low importance,Very low newsworthiness,Know a Fair Amount,Daily,"Less news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,Very low newsworthiness,Know a Fair Amount,Daily,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",54,Male,"",Associate degree in college (2-year),"$40,000 to $49,999",White/Caucasian,"",6,No,No,none thank you,5 minutes,"","","","","","","","","","",0
2022-08-02 18:47:57,2022-08-02 18:49:10,IP Address,75.6.172.250,100,73,True,2022-08-02 18:49:11,R_2sWMTpdsKgjAp6u,"","","","",27.7696,-97.4025,anonymous,EN,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1396x785,High Importance,High newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",28,Female,"",High school graduate (high school diploma or equivalent including GED),"Less than $10,000",White/Caucasian,"",Very Much   7,Yes,Yes,everything was great thank you!,about 5mins,"","","","","","","","","","",0
2022-08-02 18:46:49,2022-08-02 18:49:19,IP Address,173.66.21.133,100,150,True,2022-08-02 18:49:20,R_2wn0nR52o9S5aCq,"","","","",38.8851,-77.1803,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,A few times a week,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,Some newsworthiness,Know It Well,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""",30,Male,"",Bachelor's degree in college (4-year),"$50,000 to $59,999",White/Caucasian,"",6,No,No,"",2 minutes,"","","","","","","","","","",0
2022-08-02 18:46:26,2022-08-02 18:49:21,IP Address,66.58.181.189,100,174,True,2022-08-02 18:49:22,R_3ktxZe5yFGfHSQa,"","","","",61.5883,-149.3959,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",20,Female,"",Associate degree in college (2-year),"Less than $10,000",White/Caucasian,"",2,No,No,"",This survey took me around 3 minutes.,"","","","","","","","","","",0
2022-08-02 18:46:40,2022-08-02 18:49:26,IP Address,24.165.4.169,100,166,True,2022-08-02 18:49:27,R_2uWCpyyZiiIKO40,"","","","",19.706,-155.0928,anonymous,EN,Chrome,104.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","",High Importance,High newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""",High Importance,High newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",44,Female,"",Associate degree in college (2-year),"$100,000 to $149,999",White/Caucasian,"",6,No,No,"",4 minutes,"","","","","","","","","","",0
2022-08-02 18:45:28,2022-08-02 18:49:32,IP Address,71.8.111.35,100,244,True,2022-08-02 18:49:32,R_2pKUjWIMe6F6zOF,"","","","",30.4856,-90.0977,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",26,Male,"",High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",White/Caucasian,"",Very Much   7,No,No,"",4 mins,"","","","","","","","","","",0
2022-08-02 18:45:25,2022-08-02 18:49:39,IP Address,24.250.74.237,100,253,True,2022-08-02 18:49:40,R_cu7ICMphekLoQFj,"","","","",30.4588,-91.0581,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,Daily,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,Low newsworthiness,Heard of It,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,High newsworthiness,Know a Fair Amount,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Some Importance,Low newsworthiness,Know a Fair Amount,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",35,Male,"",High school graduate (high school diploma or equivalent including GED),"Less than $10,000",Asian,"",Very Much   7,No,No,Great survey!,5 minutes.,"","","","","","","","","","",0
2022-08-02 18:46:07,2022-08-02 18:49:41,IP Address,216.147.122.121,100,213,True,2022-08-02 18:49:41,R_1eQvf0v6yJhitlf,"","","","",39.7388,-104.9868,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,High newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",High Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""",No importance,No newsworthiness,Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",No importance,Very low newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48,Female,"",Some college but no degree,"$80,000 to $89,999",White/Caucasian,"",Not at all   0,No,No,"",4 minutes,"","","","","","","","","","",0
2022-08-02 18:48:19,2022-08-02 18:49:47,IP Address,71.233.35.195,100,87,True,2022-08-02 18:49:47,R_2EE2ANG6nOKFU4P,"","","","",43.0697,-70.958,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,High newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",Very low importance,Some newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",No importance,Some newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",24,Transgender Female,"",Bachelor's degree in college (4-year),"$50,000 to $59,999",White/Caucasian,"",Not at all   0,No,No,"","","","","","","","","","","","",0
2022-08-02 18:47:06,2022-08-02 18:50:17,IP Address,97.106.218.184,100,191,True,2022-08-02 18:50:19,R_1ml70fll0HpNXKc,"","","","",27.9032,-82.2911,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,High Importance,Very high newsworthiness,Know a Little,A few times a week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Low importance,High newsworthiness,Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",36,Male,"",Bachelor's degree in college (4-year),"$70,000 to $79,999",White/Caucasian,"",Not at all   0,No,No,"",3 minutes,"","","","","","","","","","",0
2022-08-02 18:45:37,2022-08-02 18:50:23,IP Address,172.56.15.167,100,285,True,2022-08-02 18:50:23,R_1mXariDLSufIVz5,"","","","",29.8203,-95.4256,anonymous,EN,Chrome,103.0.0.0,Android 11,432x960,"","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,Very low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,No newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,Low newsworthiness,Never Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""",24,Female,"",High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",White/Caucasian,"",6,No,No,"",Maybe like 5 minutes max,"","","","","","","","","","",0
2022-08-02 18:48:16,2022-08-02 18:50:23,IP Address,73.237.103.81,100,126,True,2022-08-02 18:50:23,R_1ItRZxdLjZsvhe2,"","","","",34.2015,-84.4222,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""",Very high importance,Very high newsworthiness,Know It Well,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Very high importance,High newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""",Very high importance,Very high newsworthiness,Know It Well,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Low newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",35,Female,"",Associate degree in college (2-year),"$60,000 to $69,999",White/Caucasian,"",4,No,No,"",approximately three minutes,"","","","","","","","","","",0
